case_number|job_title|employer_name|secondary_entity_business_name|employer_phone|employer_poc_first_name|employer_poc_last_name|employer_poc_email|employer_poc_phone|employer_poc_phone_ext|worksite_address1|worksite_address2|worksite_city|worksite_county|lawfirm_name_business_name|employer_address1|employer_address2|employer_city|employer_state|employer_postal_code|begin_date|end_date|total_worker_positions|new_employment|continued_employment|change_previous_employment|new_concurrent_employment|change_employer|amended_petition|employer_name|soc_code|h_1b_dependent
I-200-25162-080245|Mathematics & Statistics, Instructor|Minnesota State University, Mankato||15073892017|Jill|Frederickson-Kratze|jill.frederickson-kratzke@mnsu.edu|15073892017||600 South Road||Mankato|BLUE EARTH|FordMurray|336 Wigley Administration Center, 600S Road||Mankato|MN|56001|2025-08-18|2028-08-17|1|1|0|0|0|0|0|Minnesota State University, Mankato|25-1022|No
I-200-25048-700868|Assistant Professor of Mathematics and Statistics|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-08-16|2028-08-15|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1022|No
I-200-25051-711836|Assistant Professor, Mathematics and Statistics|Minnesota State University, Mankato||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||600 South Road||Mankato|BLUE EARTH|FordMurray|336 Wigley Administration Center, 600 S Road||Mankato|MN|56001|2025-08-16|2028-08-15|1|1|0|0|0|0|0|Minnesota State University, Mankato|25-1022|No
I-200-25217-222380|Integrated Engineering Assistant Professor|Minnesota State University, Mankato||15073892015|Frederickson-Kratze|Jill|jill.frederickson-kratzke@mnsu.edu|15073892017||1001 Chestnut Street||Virginia||FordMurray|336 Wigley Administration Ctr, 600 S Road||Mankato|MN|56001|2025-08-15|2028-08-14|1|1|0|0|0|0|0|Minnesota State University, Mankato|25-1032.00|No
I-200-25209-203404|Assistant Professor, Computer Information Systems|Minnesota State University, Mankato||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||600 South Road||Mankato||FordMurray|336 Wigley Administration Center, 600S Road||Mankato|MN|56001|2025-08-15|2028-08-14|1|1|0|0|0|0|0|Minnesota State University, Mankato|25-1021.00|No
I-200-25052-714884|Assistant Professor, Finance|Minnesota State University, Mankato||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||600 South Road||Mankato|BLUE EARTH|FordMurray|336 Wigley Administration Center, 600S Road||Mankato|MN|56001|2025-08-14|2028-08-13|1|0|1|0|0|0|0|Minnesota State University, Mankato|25-1063|No
I-200-25195-172710|College Institutional Effectiveness Officer|Minnesota State College Southeast||15074532673|Megan|Zeches|Megan.zeches@southeastmn.edu|15074532673||1250 Homer Road||Winona||Larson King LLP (Apple Valley)|1250 Homer Road||Winona|MN|55987|2025-08-04|2028-08-03|1|1|0|0|0|0|0|Minnesota State College Southeast|11-9033.00|No
I-200-25156-056111|Interim Leadership Development Officer|Minnesota State University, Mankato||15073892017|Jill|Frederickson-Kratze|jill.frederickson-kratzke@mnsu.edu|15073892017||600 South Road|Alumni Foundation Building 116|Mankato|BLUE EARTH|FordMurray|336 Wigley Administration Center, 600S Road||Mankato|MN|56001|2025-07-31|2028-07-30|1|1|0|0|0|0|0|Minnesota State University, Mankato|11-9033|No
I-200-25154-048518|Computer Science Instructor|Minnesota State Colleges and Universities||16514503371|Laina|Carlson|lcarlson@inverhills.edu|16514503305||Inver Hills Community College, 2500 80th Street East||Inver Grove Heights|DAKOTA|Perman Law Firm PLLC|2500 80th Street East||Inver Grove Heights|MN|55076|2025-07-18|2028-07-17|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1021|No
I-200-25132-962627|Software Engineer|Raas Infotek LLC|MN Department of Public Safety,Bureau of Criminal Apprehension|13028943184|RAMU|KANKANALA|ramu@raasinfotek.com|13028944170||1430 MARYLAND AVE E||ST PAUL|RAMSEY||262 Chapman Road|Suite 105A|Newark|DE|19702|2025-07-15|2028-07-14|1|0|1|0|0|0|0|Raas Infotek LLC|15-1252|Yes
I-200-25063-744003|Associate Professor of Biological Sciences|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-07-13|2028-07-12|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1042|No
I-200-25028-649068|Assistant Professor of Mathematics and Statistics|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-07-08|2028-07-07|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1022|No
I-200-25008-604746|Assistant Professor of Mathematics and Statistics|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-07-08|2028-07-07|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1022|No
I-200-25006-597834|Hall Director|Minnesota State University, Mankato||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center, 600 S Road||Mankato|BLUE EARTH|FordMurray|336 Wigley Administration Center, 600 S Road||Mankato|MN|56001|2025-07-03|2028-07-02|1|1|0|0|0|0|0|Minnesota State University, Mankato|21-1012|No
I-200-25003-593271|Asst. Director for Strategic Communications and Recruitment|Minnesota State University, Mankato||15073892015|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||620 West, S Rd||Mankato|BLUE EARTH|FordMurray|336 Wigley Administration Center|600 S Road|Mankato|MN|56001|2025-07-02|2028-07-01|1|1|0|0|0|0|0|Minnesota State University, Mankato|27-3031|No
I-200-25009-608654|MinnPoly Facilitator (Advisor)|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-07-02|2028-07-01|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|21-1012|No
I-200-25044-692093|Software Developer|COMPUNNEL SOFTWARE GROUP INC|State of Minnesota|16096069010|ARUN|KRISHNANUNNI|IMMIGRATION@COMPUNNEL.COM|16096069010|1249|1430 Maryland Avenue||St. Paul|RAMSEY||4390 Route 1 North|Suite 302|Princeton|NJ|08540|2025-07-01|2028-06-30|1|0|0|1|0|0|0|COMPUNNEL SOFTWARE GROUP INC|15-1252|Yes
I-200-24349-543805|Assistant Professor, Elementary & Literacy Education|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Cent||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-06-14|2028-06-13|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1081|No
I-200-25042-684570|Assistant Professor of Integrated Engineering|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||Normandale Community College, 9700 France Avenue South||Bloomington|HENNEPIN|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-06-01|2028-05-31|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1032|No
I-200-25042-684172|Assistant Professor of Integrated Engineering|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-06-01|2028-05-30|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1032|No
I-200-25015-621456|Assistant Professor of Integrated Engineering|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-06-01|2028-05-30|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1032|No
I-200-25042-684241|Assistant Professor of Integrated Engineering|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||Normandale Community College, 9700 France Avenue South||Bloomington|HENNEPIN|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-06-01|2028-05-30|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1032|No
I-200-25036-669302|Assistant Professor of Integrated Engineering|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||Normandale Community College, 9700 France Avenue South||Bloomington|HENNEPIN|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-06-01|2028-05-30|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1032|No
I-200-25007-601970|Academic Advisor|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-05-01|2028-04-30|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|21-1012|No
I-200-25136-985874|Associate Professor of Economics|Minnesota State Colleges and Universities||15074572766|Lori|Mikl|lmikl@winona.edu|15074572766||175 W Mark Street||Winona|WINONA|Larson King LLP|175 W Mark St.||Winona|MN|55987|2025-08-11|2028-04-18|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1063|No
I-200-25007-598573|Assistant Professor of Ethnic Studies|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-03-24|2028-03-23|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1199|No
I-200-25007-598612|Assistant Professor of Ethnic Studies|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-03-14|2028-03-13|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1199|No
I-200-25059-734745|Network Administrator|Elite IT Technologies LLC|Minnesota Department of IT Services|14073474710|Samatha|Adhipuram|immigration@eliteittech.inc|14073474710||600 N. Robert St.|Suite 2800|St. Paul|RAMSEY||3019 Edgewater Drive|Suite 2032|Orlando|FL|32804|2025-03-10|2028-03-09|1|0|0|0|0|1|0|Elite IT Technologies LLC|15-1244|Yes
I-200-25059-734844|Network Administrator|SAPPHIRE SOFTWARE SOLUTIONS INC|Minnesota Department of IT Services|17035760612|JAHANGEER|MOHAMMED|Immigration@sapphiresoftwaresolutions.com|17035760612||600 N. Robert St.|Suite 2800|Minneapolis|RAMSEY||20130 LAKEVIEW CENTER PLAZA|SUITE 400|ASHBURN|VA|20147|2025-03-10|2028-03-09|1|0|0|0|0|1|0|SAPPHIRE SOFTWARE SOLUTIONS INC|15-1244|Yes
I-200-25059-734802|Network Administrator|SAPPHIRE SOFTWARE SOLUTIONS INC|Minnesota Department of IT Services|17035760612|JAHANGEER|MOHAMMED|Immigration@sapphiresoftwaresolutions.com|17035760612||600 N. Robert St.|Suite 2800|St. Paul|RAMSEY||20130 LAKEVIEW CENTER PLAZA|SUITE 400|ASHBURN|VA|20147|2025-03-10|2028-03-09|1|0|0|0|0|1|0|SAPPHIRE SOFTWARE SOLUTIONS INC|15-1244|Yes
I-200-24218-246119|Residential Hall Director|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-02-01|2028-01-31|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|21-1012.00|No
I-200-25008-605590|Asst. Director for International Recruitment & Enrollment|Minnesota State University, Mankato||15073892015|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center|600 South Road|Mankato|BLUE EARTH|FordMurray|336 Wigley Administration Center|600 S Road|Mankato|MN|56001|2025-01-15|2028-01-14|1|0|0|0|0|1|0|Minnesota State University, Mankato|21-1012|No
I-200-24197-197588|Academic Advisor|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2025-01-13|2028-01-12|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|21-1012.00|No
I-200-24348-543729|AUTOMATION TESTER|GLOBAL TECH CONSULTING LLC|THE STATE OF MINNESOTA|16124700241|ANUSHA|KUNDENA|HR@GLOBAL-TECHCONSULTING.COM|16124700241||1430 MARYLAND AVE. E.||ST. PAUL|RAMSEY|LAW OFFICE OF THOMAS V. ALLEN PLLC.|20731 HOLYOKE AVENUE|SUITE 231|LAKEVILLE|MN|55044|2025-01-06|2028-01-05|1|0|0|0|0|1|0|GLOBAL TECH CONSULTING LLC|15-1253|No
I-200-24351-546255|QA Analyst|Arohak Inc|State of Minnesota Department of Human Services|16094540364|Surekha Reddy|Pailla|hr@arohak.com|16094540364||444 Lafayette Rd||St Paul|RAMSEY||4105 US Highway 1|Suite 16|Monmouth Junction|NJ|08852|2024-12-16|2027-12-15|1|0|0|0|0|0|1|Arohak Inc|15-1253|Yes
I-200-24248-315083|Application Developer|InfoDrive Systems Inc|Metropolitan Council, State of Minnesota.|12057376878|Sheetal|Nemmaniwar|sheetal@infodrivesystems.com|12057376878||390 Robert St. North||St. Paul|RAMSEY||6909 W Ray Road|Suite 21-9|Chandler|AZ|85226|2024-12-02|2027-12-01|1|0|1|0|0|0|0|InfoDrive Systems Inc|15-1252.00|Yes
I-200-24200-206657|WTX / WPS Developer|Innosoul Inc|Minnesota Department of Human Services|15184000425|Rashi|SHAMSHABAD|accounts@innosoul.com|15184000425||540 Cedar Street||St. Paul|RAMSEY|SOMIREDDY LAW GROUP PLLC|17888 67th Court North|N/A|Loxahatchee|FL|33470|2024-11-15|2027-11-14|1|0|1|0|0|0|0|Innosoul Inc|15-1252.00|No
I-200-24106-889187|Assistant Professor of Mass Communication|Minnesota State Colleges and Universities||15073896944|Jill|Frederickson-Kratzke|jill.fredrickson-Kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2024-10-14|2027-10-13|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1122.00|No
I-200-24064-769799|Academic Advisor|Minnesota State Colleges and Universities||15073896944|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2024-09-03|2027-09-03|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|21-1012.00|No
I-200-24185-172856|Assistant Professor, Business Analytics|Minnesota State University Moorhead||12184772158|Kiana|Linn|kiana.linn@mnstate.edu|12184772123||1104 7th Ave S||Moorhead|CLAY|Larson King LLP|1104 7th Ave S|Owens 210|Moorhead|MN|56563|2024-08-20|2027-08-19|1|0|0|0|0|1|0|Minnesota State University Moorhead|25-1011.00|No
I-200-24232-275582|.Net Developer|HighCloud Solutions Inc|STATE OF MINNESOTA|16124793333|Raghu Rama Raju|Chejarla|raghu@highcloudsolutions.com|16124793333||395 John Ireland Blvd||St. Paul|RAMSEY|International Legal & Business Services Group LLP|445 MINNESOTA ST|SUITE 1552|SAINT PAUL|MN|55101|2024-08-19|2027-08-18|1|0|0|0|0|1|0|HighCloud Solutions Inc|15-1252.00|No
I-200-24120-937525|Assistant Professor of Mathematics|Minnesota State Colleges & Universities||12187553153|Megan|Zothman|Megan.Zothman@Bemidjistate.edu|12187553153||1500 Birchmont Drive NE||Bemidji|BELTRAMI|Perman Law Firm PLLC|1500 Birchmont Drive NE||Bemidji|MN|56601-2699|2024-08-17|2027-08-16|1|0|1|0|0|0|0|Minnesota State Colleges & Universities|25-1022.00|No
I-200-24078-809210|Assistant Professor of Marketing|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2024-08-16|2027-08-15|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1011.00|No
I-200-24047-726351|Assistant Professor of Finance|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2024-08-16|2027-08-15|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1011.00|No
I-200-24215-242345|Assistant Professor of Mechanical Engineering|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Administration  Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2024-08-16|2027-08-15|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1032.00|No
I-200-24047-727534|Associate Professor of Geography|Minnesota State Colleges and Universities||15073896944|Jill|Frederickson-Kratzke|jill.fredrickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2024-08-16|2027-08-15|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1064.00|No
I-200-24145-037104|Academic Advisor|Minnesota State Colleges and Universities||15073892017|Jill|Frederickson-Kratzke|jill.frederickson-kratzke@mnsu.edu|15073892017||336 Wigley Administration Center||Mankato|BLUE EARTH|Perman Law Firm PLLC|336 Wigley Administration Center||Mankato|MN|56001|2024-08-16|2027-08-15|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|21-1012.00|No
I-200-24142-021429|Associate Professor of Computer Science|Minnesota State Colleges and Universities||15075377500|Laura|ORourke|laura.orourke@smsu.edu|15075377500||1501 State Street||Marshall|LYON|Perman Law Firm PLLC|1501 State Street||Marshall|MN|56258|2024-08-16|2027-08-15|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1021.00|No
I-200-24080-814097|Assistant Professor of Accounting and Finance|Minnesota State Colleges and Universities||15078295562|Laura|ORourke|laura.orourke@smsu.edu|15078295562||1501 State Street||Marshall|LYON|Perman Law Firm PLLC|1501 State Street||Marshall|MN|56258|2024-08-16|2027-08-15|1|1|0|0|0|0|0|Minnesota State Colleges and Universities|25-1011.00|No
I-200-24080-814105|Assistant Professor of Exercise Science|Minnesota State Colleges and Universities||15075377500|Laura|ORourke|laura.orourke@smsu.edu|15075377500||1501 State Street||Marshall|LYON|Perman Law Firm PLLC|1501 State Street||Marshall|MN|56258|2024-08-15|2027-08-14|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1199.00|No
I-200-24079-813538|Assistant Professor of Exercise Science|Minnesota State Colleges and Universities||15075377500|Laura|ORourke|laura.jones.2@smsu.edu|15075377500||1501 State Street||Marshall|LYON|Perman Law Firm PLLC|1501 State Street||Marshall|MN|56258|2024-08-15|2027-08-14|1|0|1|0|0|0|0|Minnesota State Colleges and Universities|25-1199.00|No
